-1327.903,-1278.619,-786.943,-1181.708,-851.810,-815.919,-777.111,-1106.703,-645.979,-805.628,-305.678,-46.729,-244.294,-2.375,304.252,302.574,539.053,298.376,783.126,1069.017,990.942,433.508,773.643,978.323,979.825,1130.330,1664.212,1580.684,1475.213,1785.093,1545.120,1461.164,1561.403,1368.503,1244.631,1233.029,1425.018,1551.426,1382.524,1362.115,1463.902,1244.852,832.583,990.651,700.530,196.130,-204.836,-140.116,-187.519,-712.895,-775.721,-796.883,-727.497,-695.441,-746.750,-870.075,-1134.038,-1224.960,-1676.139,-1243.592,-1301.534,-1569.722,-1247.267,-1060.207,-666.481,-488.436,-814.307,-618.534,-467.336,-269.293,-38.483,232.297,52.652,382.106,702.389,812.726,908.756,1286.258,1269.073,1104.883,1625.116,1316.920,1057.572,629.812,633.539,833.478,1044.994,1158.288,1160.131
-265.982,-356.624,-64.940,-550.440,-197.268,-150.033,-228.319,-628.669,-305.933,-605.240,-35.650,29.269,-186.016,-119.118,330.717,268.819,458.636,305.834,918.586,1329.200,1175.934,789.808,1228.457,1352.804,1302.452,1475.308,1924.888,1731.010,1645.603,1930.584,1797.092,1838.908,2129.024,1928.576,1688.356,1740.023,1901.417,1892.558,1650.344,1464.752,1403.776,1282.159,933.036,1108.547,748.933,562.355,40.862,94.620,-49.260,-421.192,-437.261,-778.523,-601.141,-486.416,-668.499,-761.486,-1115.409,-1026.708,-1351.770,-804.225,-958.689,-1326.580,-1074.690,-974.748,-753.585,-636.209,-811.233,-720.008,-436.828,-463.554,101.778,260.112,-141.989,224.476,427.732,658.122,724.519,884.689,812.320,891.807,1396.211,1073.774,798.600,422.695,496.253,726.174,1178.865,1128.472,1272.933
676.265,408.619,441.799,-0.089,293.028,402.964,259.282,-115.169,77.930,-235.794,239.845,98.103,-142.679,-133.374,482.375,441.151,562.040,575.884,1263.847,1791.059,1674.038,1612.317,2073.156,2210.200,2167.696,2371.016,2757.529,2543.573,2575.310,2812.493,2762.808,2931.784,3318.413,2978.931,2649.473,2746.513,2800.759,2623.872,2308.279,1957.366,1807.169,1771.911,1426.417,1480.728,1136.808,1161.816,539.301,506.800,255.851,35.675,79.998,-474.101,-239.997,-65.891,-408.727,-443.376,-822.377,-639.375,-787.741,-258.230,-569.257,-933.206,-712.403,-740.741,-643.099,-583.507,-480.417,-530.663,-187.048,-402.164,340.097,416.636,-94.408,250.724,285.538,540.872,567.087,436.704,328.919,586.469,996.164,694.620,512.602,161.193,282.064,517.521,1053.588,877.731,1167.235
1132.269,751.138,562.730,282.142,461.133,665.291,549.970,298.830,443.186,237.714,514.682,212.169,-71.839,-6.683,727.683,776.836,793.762,980.227,1648.205,2244.340,2243.490,2523.914,2912.989,3131.359,3132.826,3318.099,3652.618,3488.414,3665.757,3828.129,3788.573,4039.100,4410.167,3861.887,3521.046,3677.750,3614.475,3310.697,2956.303,2514.123,2382.455,2422.040,2041.553,1909.846,1684.176,1762.603,1099.529,950.747,658.492,550.828,665.377,73.458,304.130,492.162,9.944,44.584,-299.907,-126.152,-110.070,319.120,-174.485,-460.429,-231.686,-377.964,-304.142,-299.003,113.429,-62.455,229.035,-73.175,645.852,700.295,260.860,500.099,373.239,536.395,544.879,139.058,44.261,343.643,628.765,367.301,381.446,-25.688,115.850,326.430,760.040,538.241,916.789
941.633,577.846,295.706,226.797,288.848,576.822,588.549,526.867,729.661,702.804,786.818,404.127,72.250,243.082,987.298,1158.264,1044.120,1322.912,1868.189,2444.689,2585.778,3086.598,3313.805,3630.098,3675.966,3760.589,4031.698,3937.270,4200.235,4263.124,4147.710,4405.052,4659.242,3937.174,3674.716,3927.857,3789.694,3453.704,3109.458,2704.093,2676.121,2784.646,2374.127,2087.235,2054.789,2049.954,1425.270,1189.819,972.622,925.160,1109.330,654.497,838.710,998.592,450.565,554.112,288.315,373.406,489.768,815.218,175.615,-1.738,256.461,51.458,192.204,153.537,801.330,560.680,700.501,441.552,984.485,1074.561,873.099,929.970,695.870,671.255,709.173,123.840,108.247,307.285,489.870,261.104,519.408,-18.846,133.457,287.597,480.276,290.238,671.008
220.987,5.030,-201.827,-94.519,-102.033,212.839,408.278,546.084,877.116,1020.083,1020.998,644.321,295.114,534.939,1168.333,1450.519,1210.287,1448.311,1808.108,2259.931,2518.483,3037.413,3047.381,3424.657,3491.420,3404.982,3587.846,3535.205,3767.033,3722.365,3481.329,3670.254,3737.973,2966.474,2833.270,3212.237,3051.311,2785.899,2484.916,2246.245,2342.624,2510.702,2114.895,1770.569,1940.449,1791.519,1270.188,1020.262,983.309,952.882,1182.507,974.019,1104.251,1221.027,713.339,878.871,714.968,683.061,814.329,1097.734,417.780,348.370,632.799,454.361,692.305,634.201,1369.469,1145.488,1097.729,994.776,1320.395,1471.444,1579.003,1420.019,1151.869,903.476,1022.481,396.974,522.721,537.223,665.087,440.935,907.653,227.233,406.213,478.694,392.220,271.657,575.529
-690.048,-694.004,-690.352,-505.979,-508.443,-252.856,105.126,391.482,837.435,1069.635,1139.850,840.676,545.273,755.285,1209.325,1566.968,1251.100,1327.994,1515.119,1763.117,2088.198,2435.227,2235.099,2606.714,2673.047,2402.933,2482.404,2423.822,2517.668,2389.009,2042.198,2113.766,1965.935,1292.914,1266.327,1760.694,1593.871,1461.458,1198.980,1196.960,1367.164,1566.244,1241.861,944.683,1247.545,982.416,587.835,399.483,571.348,534.527,751.921,798.320,905.561,999.916,635.276,848.989,786.720,662.072,736.707,1057.430,485.814,516.785,805.110,732.528,1020.740,980.799,1638.287,1502.203,1316.741,1424.348,1613.028,1802.814,2155.161,1808.496,1566.195,1134.836,1367.199,832.963,1133.017,970.286,1077.458,829.127,1389.413,647.075,885.004,865.844,569.136,502.930,689.950
-1382.064,-1205.870,-955.494,-805.523,-734.573,-620.617,-205.373,137.413,600.475,807.001,1056.435,885.824,736.708,813.071,1112.448,1507.783,1204.166,1075.436,1180.608,1210.830,1552.591,1631.868,1299.501,1605.200,1673.341,1284.240,1275.295,1178.975,1102.042,949.629,585.571,531.036,178.071,-304.664,-317.919,227.570,20.561,16.038,-249.918,-45.765,107.672,282.789,63.174,-132.335,178.011,-115.804,-410.462,-496.542,-194.379,-243.051,-124.051,94.212,233.925,350.212,188.280,425.097,440.642,279.025,262.901,662.160,337.106,471.017,736.581,815.688,1055.965,1075.150,1529.691,1517.066,1311.042,1606.177,1812.536,1979.006,2400.658,1949.220,1759.437,1251.763,1592.822,1229.487,1689.996,1437.867,1515.233,1236.568,1733.702,1077.645,1398.852,1300.431,929.329,868.345,948.284
-1555.868,-1306.070,-894.584,-847.936,-669.894,-741.024,-428.070,-124.722,218.927,300.842,733.108,725.854,798.419,690.948,944.938,1351.845,1155.770,878.060,1032.841,909.784,1235.157,1077.873,739.878,955.740,1051.870,666.537,616.616,487.861,305.322,213.263,-48.550,-201.355,-715.390,-1020.934,-1142.529,-647.791,-954.804,-895.895,-1219.231,-935.970,-877.598,-795.729,-922.211,-1035.059,-848.083,-1075.307,-1330.914,-1327.839,-1053.922,-1109.851,-1178.243,-916.279,-689.906,-510.421,-479.201,-258.547,-209.476,-351.301,-451.248,-4.916,-15.982,231.000,458.047,688.537,785.478,892.358,1094.750,1193.752,1099.573,1490.602,1862.566,1931.538,2215.601,1767.274,1623.239,1176.354,1580.779,1396.812,1955.605,1734.912,1729.370,1450.202,1741.075,1323.087,1717.600,1576.339,1267.483,1167.911,1186.589
-1145.801,-943.891,-545.448,-597.342,-324.485,-563.695,-510.472,-307.157,-188.104,-273.089,230.556,408.623,721.179,462.990,807.564,1208.745,1182.371,884.733,1199.732,1042.479,1333.126,1068.692,852.106,1000.073,1151.386,900.216,869.293,745.448,588.255,635.227,568.526,363.983,-240.709,-477.120,-795.294,-449.341,-888.127,-850.321,-1259.770,-1070.480,-1127.001,-1192.294,-1276.561,-1379.683,-1393.813,-1498.638,-1775.377,-1738.231,-1654.840,-1709.910,-2017.750,-1825.622,-1486.638,-1233.466,-1087.047,-931.538,-905.924,-994.122,-1143.993,-749.141,-488.704,-130.854,59.496,399.309,313.694,510.717,490.540,646.711,750.481,1111.158,1713.923,1634.220,1641.319,1289.822,1167.630,902.770,1296.603,1240.136,1803.854,1709.332,1553.495,1334.506,1341.499,1243.789,1654.526,1524.872,1356.064,1216.782,1226.358
