446.977,490.312,226.750,246.867,435.650,773.990,419.028,510.123,403.388,444.535,599.474,407.407,468.850,544.440,352.794,424.533,437.517,450.453,537.657,612.905,572.552,873.226,784.561,854.886,520.996,367.216,387.575,449.515,679.058,361.765,498.262,617.744,456.298,364.075,384.329,225.159,365.136,305.691,514.616,546.414,1000.105,1082.206,1278.823,1634.192,1758.941,1864.552,1763.071,1604.738,1845.160,1986.618,1742.815,1745.721,1829.821,1864.425,1900.525,1804.481,1711.602,1869.556,1639.407,1278.970,826.248,481.418,191.214,85.118,-115.921,-268.047,-279.954,-340.579,-455.848,-572.780,-285.432,-451.247,-448.809,-347.932,-405.515,-593.997,-852.289,-1116.347,-757.794,-692.171,-432.865,-144.950,6.408,-61.540,302.180,348.141,517.722,561.502,790.657
892.914,912.664,712.571,789.218,998.838,1187.987,988.985,855.582,626.607,697.781,865.535,645.964,681.726,742.198,634.851,564.777,617.784,672.598,799.525,955.818,1026.447,1224.551,1193.543,1121.996,817.513,843.519,840.202,966.745,1251.902,1006.007,1122.308,1254.476,1050.795,819.195,953.691,882.497,959.744,852.205,1072.144,1138.926,1490.409,1648.135,1790.334,2211.832,2220.644,2267.898,2209.458,2067.168,2267.048,2410.323,2148.685,2091.925,2228.439,2315.859,2155.274,2019.184,1892.841,1906.822,1517.424,1143.912,724.192,318.894,137.818,62.881,-99.167,-230.219,-353.997,-513.617,-657.349,-779.989,-506.556,-637.886,-565.911,-588.226,-506.871,-679.532,-919.657,-1061.996,-653.237,-667.960,-377.041,-152.656,28.976,-43.409,251.685,381.798,523.576,571.997,820.841
1157.581,1143.999,1054.154,1213.060,1378.444,1328.110,1310.032,1005.202,709.653,748.316,856.538,718.677,721.395,701.565,730.837,620.874,695.078,833.621,936.229,1160.153,1317.742,1416.718,1392.255,1198.764,1012.712,1222.145,1216.309,1404.787,1678.785,1563.451,1635.694,1741.743,1521.957,1187.941,1356.682,1363.194,1350.954,1208.030,1430.372,1529.853,1736.563,1949.559,2019.020,2379.470,2236.071,2230.589,2184.878,2053.710,2133.461,2270.293,2019.592,1942.627,2122.113,2251.602,1944.106,1757.900,1597.664,1478.807,988.245,571.974,215.466,-176.111,-132.857,-85.653,-204.254,-272.937,-432.986,-662.821,-784.547,-944.433,-708.631,-822.344,-713.479,-843.233,-585.154,-686.076,-861.710,-822.739,-390.476,-459.964,-154.575,-69.236,53.438,-4.585,163.073,312.808,441.435,462.784,712.226
1188.671,1135.757,1153.383,1363.888,1437.949,1132.052,1265.191,903.383,614.956,571.511,572.650,612.629,598.282,481.031,633.006,596.492,687.300,917.536,925.449,1181.605,1382.492,1410.669,1360.505,1114.214,1102.755,1455.180,1463.114,1690.647,1894.975,1919.875,1921.483,1951.505,1750.983,1391.915,1507.947,1547.761,1460.279,1305.051,1507.829,1607.313,1682.617,1918.140,1924.011,2106.932,1816.448,1767.528,1677.425,1541.665,1476.264,1610.685,1389.517,1346.269,1537.340,1691.437,1321.065,1091.827,886.095,692.613,197.047,-260.897,-553.197,-870.678,-578.058,-362.800,-430.548,-410.446,-529.093,-763.077,-817.720,-1021.054,-849.545,-962.779,-855.069,-1043.962,-630.174,-620.342,-691.634,-458.919,-50.411,-125.529,195.201,119.109,110.064,63.134,78.243,192.097,324.869,287.212,495.731
1013.462,916.795,995.916,1180.996,1146.181,659.015,873.065,589.275,368.395,225.337,123.417,375.728,376.172,202.532,402.153,508.056,625.112,913.870,776.699,1021.844,1221.009,1227.377,1151.665,946.086,1104.538,1523.079,1551.233,1779.674,1891.211,2018.998,1930.786,1853.381,1693.567,1398.336,1406.447,1416.797,1299.054,1161.865,1321.751,1379.887,1371.889,1591.347,1554.302,1497.500,1111.462,1027.674,838.683,683.462,502.875,645.118,456.177,490.084,653.613,812.588,471.477,229.790,-31.486,-222.666,-626.147,-1092.947,-1333.175,-1547.545,-1077.601,-718.902,-726.626,-613.171,-646.246,-808.604,-769.855,-989.691,-899.805,-1029.018,-947.693,-1137.067,-644.348,-510.418,-460.995,-76.643,258.664,228.595,575.060,372.961,216.136,155.747,34.288,82.766,225.472,113.541,228.692
722.086,580.494,657.593,728.590,598.852,68.020,280.195,179.661,51.440,-169.678,-317.354,95.256,138.770,-9.469,139.832,379.645,534.777,817.849,528.144,726.425,894.024,933.494,860.441,774.852,1038.815,1434.185,1478.252,1664.854,1703.687,1870.681,1692.662,1519.933,1395.591,1229.991,1128.987,1053.159,956.928,868.789,972.990,967.838,927.820,1096.994,1029.954,748.862,349.136,237.967,-69.501,-244.593,-480.681,-322.404,-489.927,-370.530,-263.467,-118.927,-357.912,-562.489,-871.670,-999.279,-1250.270,-1681.318,-1877.094,-1991.680,-1477.554,-1064.260,-1003.780,-813.964,-767.877,-807.309,-676.147,-862.387,-849.224,-1009.194,-956.906,-1100.230,-636.302,-392.994,-239.758,209.182,442.820,489.016,862.977,608.434,356.868,250.940,39.735,23.834,164.432,-8.588,-26.669
425.836,247.484,272.584,171.295,-14.577,-447.256,-302.535,-183.782,-233.125,-480.229,-589.570,-141.561,-50.184,-87.280,-57.103,236.524,428.829,635.837,238.290,371.345,499.444,611.570,579.562,644.247,919.445,1222.283,1271.017,1381.606,1396.162,1541.587,1300.091,1092.384,975.759,956.647,795.580,605.952,563.771,548.060,599.452,546.252,504.867,603.758,502.408,82.918,-249.860,-380.139,-772.975,-947.183,-1184.814,-1010.748,-1169.849,-1002.692,-957.731,-844.107,-946.143,-1060.822,-1384.613,-1427.752,-1524.681,-1892.124,-2039.003,-2076.851,-1652.567,-1301.591,-1170.364,-936.093,-858.617,-770.635,-575.134,-678.919,-711.462,-912.576,-872.285,-948.630,-615.720,-301.449,-91.018,315.488,456.683,580.483,960.120,731.183,483.632,312.958,68.658,13.113,126.102,-67.730,-222.327
210.147,19.484,-22.828,-295.599,-486.532,-737.592,-689.825,-397.392,-406.200,-617.469,-620.449,-286.093,-173.274,-48.698,-138.572,98.740,307.427,391.335,-27.243,41.389,137.944,328.314,365.253,547.592,752.831,940.244,983.076,1003.498,1041.864,1132.565,877.702,722.425,580.476,669.687,520.986,230.663,240.194,305.046,318.457,266.239,228.942,256.583,105.955,-329.889,-548.816,-688.191,-1088.530,-1225.649,-1442.541,-1263.566,-1413.934,-1272.068,-1269.143,-1196.474,-1168.436,-1158.490,-1445.038,-1427.339,-1425.180,-1737.307,-1825.790,-1812.447,-1557.818,-1364.587,-1171.455,-929.654,-879.969,-705.963,-491.208,-492.211,-523.620,-767.274,-714.982,-730.134,-592.050,-258.918,-51.406,218.619,315.463,491.976,831.988,679.743,532.825,307.638,76.277,16.906,75.217,-87.858,-335.081
103.675,-56.562,-145.478,-528.601,-676.073,-755.109,-796.192,-437.803,-446.069,-574.391,-456.994,-346.920,-259.654,18.213,-120.200,-23.234,167.095,125.040,-212.577,-194.216,-120.037,114.280,225.174,444.175,544.931,647.978,683.577,625.486,709.130,749.120,542.055,515.011,328.560,449.233,372.510,30.121,56.337,189.902,182.897,190.797,151.444,123.023,-84.324,-424.382,-533.572,-672.150,-989.481,-1054.651,-1263.457,-1098.533,-1215.710,-1177.468,-1179.635,-1147.108,-1025.800,-891.819,-1090.521,-1062.707,-1048.015,-1346.680,-1378.311,-1329.672,-1245.483,-1244.171,-1013.724,-797.159,-811.166,-615.785,-426.717,-349.036,-337.852,-611.905,-531.385,-509.548,-575.387,-276.186,-123.768,-41.499,81.432,273.447,523.300,456.494,457.205,220.666,27.246,-1.298,-13.900,-106.777,-366.922
76.451,0.296,-94.735,-492.519,-563.831,-562.650,-660.748,-363.192,-393.741,-424.695,-239.922,-378.932,-360.315,5.678,-70.238,-128.936,10.326,-114.332,-288.048,-301.507,-253.379,-37.302,130.957,294.031,309.363,396.415,437.991,336.662,451.219,472.724,367.184,495.342,268.824,337.271,351.487,21.040,15.076,185.181,169.512,274.898,235.516,172.941,-73.739,-253.675,-301.263,-433.145,-606.008,-585.641,-814.643,-684.686,-722.365,-834.778,-803.764,-797.242,-628.342,-410.404,-493.943,-503.982,-558.568,-894.403,-894.960,-815.324,-837.698,-989.740,-761.881,-593.847,-662.953,-502.873,-366.453,-273.346,-204.977,-482.473,-373.746,-346.112,-575.769,-351.678,-282.232,-380.499,-166.640,7.248,139.211,130.009,253.875,69.418,-79.583,-51.400,-134.191,-148.826,-337.228
